Entités intégrées;Adresse;Mode d'intégration;Date de clôture;Pourcentage de capital détenu;
;;;;;
A - Mandataire(s) (association de financement ou mandataire financier personne physique);;;;;
AFIR (AFEMA);68 rue du Rocher, 75008 Paris;Intégration Globale;31/12/2022;n.a;
B - Entités concernées;;;;;
;;;;;
comité BURES-sur Yvette 91440;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité LA RÉPUBLIQUE Renaissance - Corbeil-Essonnes;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Dourdan et son canton En avant !;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Draveil;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Epinay sur orge Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité La République Renaissance dans l'Etampois;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Une vision pour Evry-Courcouronnes Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance du pays de LIMOURS;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Gif-sur-Yvette Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Igny Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Juvisy Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Les Ulis Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Longjumeau;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Longpont sur orge;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Marcoussis, Nozay, La Ville du Bois, Renaissance.;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Massy Renaissance (comité national #160);68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Montgeron Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité En-marche-Montlhery-435;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance MORANGIS;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Les marcheurs de Morsang;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Orsay Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Palaiseau;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Ris-Orangis;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité EnMarche_SGDB_91700;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Saint-Pierre-du-Perray;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Savigny sur Orge - La République Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Soisy sur Seine - Etiolles - St Germain;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Tigery et les Boucles de L’Yerres;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Verrières-Le-Buisson;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Vigneux-sur-Seine Renaissance !;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance - ARC DU SOLEIL Grand Paris Sud;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Villemoisson / Villers-sur-Orge;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Comité Renaissance Villiers le Bâcle - Saint Aubin;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Wissous - Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Collectif Yerrois Renaissance!;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Roumois-Seine Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Autheuil-Authouillet Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Beaumont-le-Roger Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité La République Renaissance - Bernay;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Portes de normandie Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Vexin sur Epte Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Conches Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance sud seine;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Penser pour demain;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Comité Renaissance d'Evreux;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité La Culture artistique pour tous, Renaissance!;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité LE CENTRE avec La République Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance! - Gisors & son bassin de vie.;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité En cours de suppression;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Illiers-l'Évêque Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité L'EURE Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance LES ANDELYS;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Louviers Seine-Eure;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Comité Renaissance Pont de l'Arche Seine-Eure;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Risle-Charentonne Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Saints Marcel Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Saint Meslin du Bosc le Neubourg Beaumont le Roger;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Val de Reuil;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Canton de Gaillon Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Sud Eure;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Vernon Vallée de Seine;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance ! Auneau;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Comité de Chapelle-Royale;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Avec vous, osons Chartres autrement !;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité EM! Pays Dunois;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Drouais Renaissance !;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Comité du Perche;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Thymerais - Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Le Perche eurélien Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Canton de Voves;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Brest;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité En-marche-Concarneau-70;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Douarnenez - Cap Sizun;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance ! Pays fouesnantais;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité La République Renaissance du Pays de Landivisiau;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Comité Renaissance d'Armorique;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Landerneau - Lesneven;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité 3 RIVES de l'ELORN;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance du Pays de Morlaix et du Haut Léon;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité En-marche-Pleyben-235;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Pays Bigouden;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Quimper Bretagne Occidentale;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Brest Abers Iroise;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Alès Ville;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Ales Union;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Gard Rhodanien;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité CAMARGUE GARDOISE;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité TERRE D'ARGENCE;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité COSTIÈRES;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Comité du Pont-du-Gard;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité GARDONNENQUE;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Nîmes 4;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité NÎMES 1;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité NÎMES 2;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité NÎMES 3;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance: Canton Pont Saint Esprit;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité PAYS CÉVENOL;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Les Terres de Sommières;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité UZEGE;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité ALÈS AGGLO;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité CANTON DE VILLENEUVE;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Nogaro en Armagnac;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Comité Renaissance de Auch (32);68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité CONDOM Renaissance !;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Renaissance 32 COMITÉ L'ISLE JOURDAIN;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité LECTOURE LOMAGNE;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Saint Arroman;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité SAG - Savès Arrats Gimone -;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Comité vic fezensac;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Presqu’ile;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Bègles Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Nansouty - St Genès - Bx Sud;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Les Chartrons - Grand Parc EM;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Bordeaux Centre;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Caudéran!;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Les Jeunes Actifs Bordelais;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité BORDEAUX BASTIDE;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Bacalan Bordeaux-Lac;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Saint Augustin!;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Coteaux de Dordogne;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité La République Renaissance Bruges 33520;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Canejan-Cestas;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Portes du Médoc;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Nord Gironde Renaissance !;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Médoc;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Sud Gironde;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance le Bassin d’Arcachon;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Le BOUSCAT  Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Canton de Saint-Médard en Jalles;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance pays foyen;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Libournais Fronsadais;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Hauts de Garonne;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Mérignac;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Pessac-Gradignan;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Créonnais;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Nord Libournais;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance  Canton La Brède;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Landes des Graves;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Talence;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Villenave !;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité JeunesGuadeloupeEnMarche;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Basse-Terre;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Sud Basse-Terre;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Marie-Galante;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité LAMENTIN Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Nord Basse-Terre;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Gosier;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Riviera du Levant;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Nord Grande-Terre;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité GUADELOUPE;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Tous Renaissance 2;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Cap Excellence;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Monalo ka maché;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance 97131;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité COMITE DE MARIE GALANTE;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance St Martin Caraïbes;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Comité des Iles du Nord;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Saint-Martin 3;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité An marche Saint Martin;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Ste Rose Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance GUYANE;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Kourou Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
"Comité ""Renaissance !"" Saint-Laurent-du-Maroni";68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Bastia 2;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance centre Corse;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Comité de Balagne;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance le Nebbiu Conca d'Oru;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Costaserena Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Comité du bassin auterain;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Comité Pyrénées Hauts Garonnaises;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Comité Métropole Est;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Comité Blagnac/Beauzelle;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Comité Frontonnais et Val d'Aïgo;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Comité du Volvestre;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Comité Colomiers;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Comité Métropole Constellation;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Comité Métropole Sud Ouest;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Comité Nord Comminges;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Comité Métropole Nord Est;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Comité Cœur de Garonne;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Comité Métropole Nord;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Comité Hauts Tolosans Ouest;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Comité du muretain;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Comité Terres de Pastel;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Comité du Touch;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Comité Confluent;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Comité Rangueil / Ramonville;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Comité Pays de St Lys;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Comité Sud Comminges;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Comité des Coteaux de Bellevue;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Comité Portes du Lauragais;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Comité  Toulouse centre;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Comité Toulouse Est;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Comité Toulouse Nord Est;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Comité Toulouse Nord Ouest;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Comité St Cyprien / Patte d'oie / La Cépière;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Comité Carmes / St Michel / Busca;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Comité Toulouse Sud Ouest;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Comité Tournefeuille;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Comité du Lauragais;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Lignon Haute-Loire;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance du Puy et du Velay;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Nord-Est Haute Loire;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance au Pays de Lafayette;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité La République Renaissance Chaumont;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité La République Renaissance Pays Langrois;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Saint-Dizier Renaissance !;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Sud Hautes Alpes;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance! Champsaur-Valgaudemar;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Le Briançonnais Renaissance !;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Pays des Vosges Saônoises;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Pays Graylois;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Pays d'Héricourt Métropole;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Pays de Vesoul;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Annecy Sud;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Annecy Centre;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Annecy Est;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Bassin Annemassien;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Chamonix Saint-Gervais Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Annecy Ouest;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Cruseilles;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Pays Rochois Renaissance !;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Pays du Mont Blanc Renaissance !;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Cluses-Arve et Montagnes du Giffre Renaissance !;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Bassin de Thonon;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Comité Renaissance! à Arreau;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Comité Renaissance! Bagnères-de-Bigorre;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Comité Renaissance! à Bonnefont;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Comité Renaissance! à Boô-Silhen;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Comité Renaissance! à Tarbes;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Comité Renaissance ! à Lourdes;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Comté Renaissance! à Lannemezan;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
Comité Renaissance! à Pujo;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Bellac;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Boisseuil;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Condat sur Vienne;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité La République Renaissance Couzeix;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance-Isle;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance - Limoges;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Limoges-Ouest-Landouge;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Limoges Métropole;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité PANAZOL;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Saint-Junien Grand Ouest;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance ! Pays de Saint Yrieix.;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance THOURON ST PARDOUX;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Saint-Louis Agglomération;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Mulhouse Sud Agglomération;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Cernay Comcom de Thann-Cernay 4e circo Haut-Rhin;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité La République Renaissance Colmar;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité En-marche-Guebwiller;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité SUD ALSACE /Sundgau;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité EnMarche68-Mulhouse;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Wintzenheim et son Canton;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Antony !;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance ! Asnières;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Bagneux La République Renaissance pour tous;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Bois-Colombes Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance! BOULOGNE-BILLANCOURT;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Bourg La Reine;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Châtenay-Malabry Renaissance;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Châtillon !;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance CHAVILLE;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité EM Clamart;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance ! Clichy;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance Colombes;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
comité Renaissance ! Courbevoie;68 rue du Rocher, 75008 Paris;Non applicable;31/12/2022;n.a;
